formId,formTitle,state,wrapperName,wrapperDisplayName,coordinator,operator,conditionType,conditionValue,conditionDisplay,conditionDirection,conditionUnit,conditionPeriod,fieldDisplay,fieldName,fieldType,fieldTypeIsListType
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,Mofdix,Does not need a charity number or Companies house number and is not something else,or,is,Value,Partnership,Partnership,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,ZEZlNG,Yes - business has a second contact,,is,Value,true,Yes,,,,Business has a second contact,iszBCF,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,oKXMlf,Business type is not sole trader,,is not,Value,Sole trader,Sole trader,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,jJEMOD,Not a business,,is,Value,Im a hobbyist keeper,I'm a hobbyist keeper,,,,Are you a hobbyist keeper or a business?,FsSpLA,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,MrMPHC,Yes - want to tell us something else,,is,Value,true,Yes,,,,Anything else to tell us,ledUEN,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,WAdayu,Yes - hobbyist keeper wants to add a second contact,,is,Value,true,Yes,,,,Second contact,yQiBlu,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,aCslEZ,is hobbyist keeper,,is,Value,Im a hobbyist keeper,I'm a hobbyist keeper,,,,Are you a hobbyist keeper or a business?,FsSpLA,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,oQKstF,Livestock not within 6 weeks,,is more than,RelativeDate,,,in the future,days,56,What date will the livestock or animal by-products arrive?,uogTBM,DatePartsField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,,contains,Value,Racing pigeons,Racing pigeons,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Cattle,Cattle,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Camelids ,Camelids ,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Deer,Deer,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Goats,Goats,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Pigs,Pigs,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Sheep,Sheep,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,More than 50 poultry,More than 50 poultry,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Less than 50 poultry or other captive birds,Less than 50 poultry or other captive birds,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,OFokTY,Racing pigeons only,and,does not contain,Value,Animal by-products,Animal by-products,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,yuNJzn,Less used legal statuses - must have a companies house number,,is,Value,Community interest company CIC,Community interest company (CIC),,,,Business legal status: something else,MfzkDz,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,yuNJzn,Less used legal statuses - must have a companies house number,or,is,Value,Limited liability partnership LLP,Limited liability partnership (LLP),,,,Business legal status: something else,MfzkDz,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,yuNJzn,Less used legal statuses - must have a companies house number,or,is,Value,Non-UK company,Non-UK company,,,,Business legal status: something else,MfzkDz,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,yuNJzn,Less used legal statuses - must have a companies house number,or,is,Value,Public limited company PLC,Public limited company (PLC),,,,Business legal status: something else,MfzkDz,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,yuNJzn,Less used legal statuses - must have a companies house number,or,is,Value,Unlimited company Ultd,Unlimited company (Ultd),,,,Business legal status: something else,MfzkDz,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,WWZpek,Must have a companies house number,,is,Value,Private limited company Ltd,Private limited company (Ltd),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,draft,WWZpek,Must have a companies house number,or,is,Value,Limited partnership LP,Limited partnership (LP),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,HkZPxJ,livestock only,,is,Value,livestock only,livestock only,,,,What do you want to register?,iXwGcW,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,lMZXws,livestock and animal by-products,,is,Value,livestock and animal by-products,livestock and animal by-products,,,,What do you want to register?,iXwGcW,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,uiTSgY,animal by-products only,,is,Value,animal by-products only,animal by-products only,,,,What do you want to register?,iXwGcW,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,HraEpl,Other business type,,is,Value,Other,Other,,,,Business type,AoofuF,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,BpTXyI,Business address is not the same as home address,,is,Value,false,false,,,,Is your business address the same as your home address?,CMTiOK,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,NWyaIQ,Other or my business uses animal by-products,,contains,Value,Other or my business uses animal by-products,Other or my business uses animal by-products,,,,What livestock do you keep?,livestock-keep,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,TngqpM,Does not contain 'Other or my business uses animal by-products',,does not contain,Value,Other or my business uses animal by-products,Other or my business uses animal by-products,,,,What livestock do you keep?,livestock-keep,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,FoYTFn,No - will not keep livestock at business address,,is,Value,false,false,,,,Will you keep livestock or use animal by-products at your home address?,QcfaVC,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,qLowJn,No - Will you keep livestock or use animal by-products anywhere else?,,is,Value,false,false,,,,Will you keep livestock or use animal by-products anywhere else?,MBoevI,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,jxSqwt,No - will not keep livestock at home address,,is,Value,false,false,,,,Will you keep livestock or use animal by-products at your home address?,QcfaVC,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,BStxIv,Yes - will keep livestock at business address,,is,Value,true,true,,,,Will you keep livestock or use animal by-products at your business address?,RiEsSm,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,yTTblu,No - do not own the land,,is,Value,false,false,,,,Do you own the land?,rOgnUv,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,pOUOIi,Yes - the landowner has a CPH number for the land,,is,Value,true,true,,,,Is your tenancy agreement for more than one year?,qLmGSL,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,jHDHJK,Yes - tenancy agreement is for more than one year,,is,Value,true,true,,,,Is your tenancy agreement for more than one year?,qLmGSL,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,WgVJGi,No - tenancy agreement is not for more than one year,,is,Value,false,false,,,,Is your tenancy agreement for more than one year?,qLmGSL,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,VtzzTR,Yes - own the land,,is,Value,true,true,,,,Do you own the land?,rOgnUv,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,GhOaqI,No - not registered with Companies House,,is,Value,false,false,,,,Is your business registered with Companies House?,rJIKfO,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,cGDdyD,No - not registered with the Charity Commission,,is,Value,false,false,,,,Is your charity registered with the Charity Commission?,DRrBSz,YesNoField,false
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,VxAwAn,other or my business uses animal by-products,,contains,Value,Other livestock,Other livestock,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,VxAwAn,other or my business uses animal by-products,or,contains,Value,My business uses animal by-products,My business uses animal by-products,,,,Livestock that you keep,vumpmr,CheckboxesField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,HhHvCo,Must have a charity number,,is,Value,Charitable incorporated organisation (CIO),Charitable incorporated organisation (CIO),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,HhHvCo,Must have a charity number,or,is,Value,Charitable trust,Charitable trust,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,,is,Value,Community interest company (CIC),Community interest company (CIC),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,or,is,Value,Limited liability partnership (LLP),Limited liability partnership (LLP),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,or,is,Value,Limited partnership (LP),Limited partnership (LP),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,or,is,Value,Non-UK company,Non-UK company,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,or,is,Value,Private limited company (Ltd),Private limited company (Ltd),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,or,is,Value,Public limited company (PLC),Public limited company (PLC),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,iAduVY,Must have a companies house number,or,is,Value,Unlimited company (Ultd),Unlimited company (Ultd),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,TtKftG,Not a charity or registered with Companies House,,is,Value,Sole proprietorship,Sole proprietorship,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,TtKftG,Not a charity or registered with Companies House,or,is,Value,Partnership,Partnership,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,TtKftG,Not a charity or registered with Companies House,or,is,Value,Government (local),Government (local),,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,TtKftG,Not a charity or registered with Companies House,or,is,Value,The Crown,The Crown,,,,Business legal status,yHQAol,RadiosField,true
668655e3a608789f306eb121,Apply for a county parish holding (CPH) number,live,TtKftG,Not a charity or registered with Companies House,or,is,Value,Government (central),Government (central),,,,Business legal status,yHQAol,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,iZizaa,yes - pump service or parts required,,is,Value,true,true,,,,Pump service or spare parts required,feYegO,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,Vtoued,No service or pump,,is,Value,false,false,,,,Pump service or spare parts required,xsmnVd,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,EaKwsR,No pump service or spares,,is,Value,false,false,,,,Pump service or spares,wOVBnZ,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,rwbwwX,Pump spares only,,is,Value,Order parts for a pump,Order parts for a pump,,,,"Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,rxsVTY,No - not a pump service or spares,,is,Value,false,false,,,,Pump service or spares,wOVBnZ,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,XKDfYM,Pump service only,,is,Value,Request a pump service,Request a pump service only,,,,"Pump service and spares: Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,hnrukC,Order parts for a pump only ,,is,Value,Order parts for a pump	,Order parts for a pump	,,,,"Pump service and spares: Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,mAgejI,Pump service and spares,,is,Value,Request a pump service and order replacement parts for a pump,Request a pump service and order replacement parts for a pump,,,,"Pump service and spares: Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,cmBqsH,no pump spares,,is,Value,false,No,,,,Pump service and spares: Order pump spares,kravFI,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,pJSCsm,No pump service required,,is,Value,false,No,,,,Pump service and spares: Pump service required,wOVBnZ,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,nkXoOM,Is other,,is,Value,Other,Other,,,,Delivery details: What fire service do you work for?,MNGSur,AutocompleteField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,TTlbiF,1 pump to service,,is,Value,1,1,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,luQYgp,3 pumps to service,,is,Value,3,3,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,FrzlNk,Pumps located at same address,,is,Value,true,Yes,,,,Pump service and spares: Pumps located at the same address,ukCIIp,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,XedsQM,2 or 3 pumps to service,,is,Value,2,2,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,XedsQM,2 or 3 pumps to service,or,is,Value,3,3,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,MjMozw,Yes - order equipment,,is,Value,true,Yes,,,,Order environmental protection equipment: Do you want to order environmental protection equipment?,ZKwbOf,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,draft,sfOYRb,No - do not order equipment,,is,Value,false,No,,,,Do you want to order environmental protection equipment?,ZKwbOf,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,iZizaa,yes - pump service or parts required,,is,Value,true,true,,,,Pump service or spare parts required,feYegO,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,Vtoued,No service or pump,,is,Value,false,false,,,,Pump service or spare parts required,xsmnVd,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,EaKwsR,No pump service or spares,,is,Value,false,false,,,,Pump service or spares,wOVBnZ,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,rwbwwX,Pump spares only,,is,Value,Order parts for a pump,Order parts for a pump,,,,"Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,rxsVTY,No - not a pump service or spares,,is,Value,false,false,,,,Pump service or spares,wOVBnZ,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,XKDfYM,Pump service only,,is,Value,Request a pump service,Request a pump service only,,,,"Pump service and spares: Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,hnrukC,Order parts for a pump only ,,is,Value,Order parts for a pump	,Order parts for a pump	,,,,"Pump service and spares: Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,mAgejI,Pump service and spares,,is,Value,Request a pump service and order replacement parts for a pump,Request a pump service and order replacement parts for a pump,,,,"Pump service and spares: Pump service, pump spares or both",Atcwal,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,cmBqsH,no pump spares,,is,Value,false,No,,,,Pump service and spares: Order pump spares,kravFI,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,pJSCsm,No pump service required,,is,Value,false,No,,,,Pump service and spares: Pump service required,wOVBnZ,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,nkXoOM,Is other,,is,Value,Other,Other,,,,Delivery details: What fire service do you work for?,MNGSur,AutocompleteField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,TTlbiF,1 pump to service,,is,Value,1,1,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,luQYgp,3 pumps to service,,is,Value,3,3,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,FrzlNk,Pumps located at same address,,is,Value,true,Yes,,,,Pump service and spares: Pumps located at the same address,ukCIIp,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,XedsQM,2 or 3 pumps to service,,is,Value,2,2,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,XedsQM,2 or 3 pumps to service,or,is,Value,3,3,,,,Pump service and spares: Number of pumps to service,OsiLTz,RadiosField,true
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,MjMozw,Yes - order equipment,,is,Value,true,Yes,,,,Order environmental protection equipment: Do you want to order environmental protection equipment?,ZKwbOf,YesNoField,false
668d486fa608789f306eb122,Request fire service equipment from the Environment Agency,live,sfOYRb,No - do not order equipment,,is,Value,false,No,,,,Do you want to order environmental protection equipment?,ZKwbOf,YesNoField,false
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,Zbcehb,Has silos,,is,Value,One,One,,,,Number of pre-1996 silos,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,Zbcehb,Has silos,or,is,Value,Two,Two,,,,Number of pre-1996 silos,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,Zbcehb,Has silos,or,is,Value,Three,Three,,,,Number of pre-1996 silos,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,CvnCxF,No silos,,is,Value,None,None,,,,Number of pre-1996 silos,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,SElSOl,Thomas family test,,is,Value,Steve,Steve,,,,Thomas family,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,qWrcaJ,Is Scotland,,is,Value,Scotland,Scotland,,,,Country,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,JJXOFt,Route to summary page,,is,Value,Wales,Wales,,,,Country,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,JJXOFt,Route to summary page,and,is,Value,England,England,,,,Country,jLPOpw,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,WTjoid,Plant query,,is,Value,Apply for or renew a plant passport,Apply for or renew a plant passport,,,,Trying to do,AKnuSq,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,UmXPQX,Report a disease,,is,Value,Report a disease or pest,Report a disease or pest,,,,Trying to do,AKnuSq,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,JlcmfC,Is bluetongue,,is,Value,Bluetongue,Bluetongue,,,,Disease,bPMUWf,RadiosField,true
668e5d4da608789f306eb123,Contact the Animal and Plant Health Agency (APHA),draft,oiCjxS,Is TB,,is,Value,TB (bovine tuberculosis),TB (bovine tuberculosis),,,,Disease,bPMUWf,RadiosField,true
6690ecc868f6e151c58ccc88,Apply for a base mooring on the River Thames,draft,hlqnmC,Registered boat,,is,Value,true,true,,,,Boat currently registered with the Environment Agency,eRpUCL,YesNoField,false
6690ecc868f6e151c58ccc88,Apply for a base mooring on the River Thames,draft,sAFpnx,Powered,,is,Value,Powered boat,Powered boat,,,,Boat powered or unpowered,EzYXAO,RadiosField,true
6690ecc868f6e151c58ccc88,Apply for a base mooring on the River Thames,draft,GuxYrV,12 month mooring,,is not,Value,12 month mooring,12 month mooring,,,,What type of mooring do you want?,rpQSdS,RadiosField,true
6690ecc868f6e151c58ccc88,Apply for a base mooring on the River Thames,draft,QoePXq,Summer mooring,,is,Value,6 month summer mooring,6 month summer mooring  (1 April to 30 September),,,,What type of mooring do you want?,rpQSdS,RadiosField,true
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,tspMgK,Are you a dairy farmer: yes,,is,Value,true,true,,,,Dairy farmer,gmBtNL,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,IRpjTL,Uses a feed delivery system,,is,Value,true,true,,,,Feed delivery system,vMvzFK,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,cJAuhx,Planning to remove or replace silos,,is,Value,Yes,Yes,,,,Plans to remove or replace silos,zgWmLi,RadiosField,true
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,xQRiUE,Removed pre-1996 silos,,is,Value,true,true,,,,Pre-1996 silos removed,EAcAOF,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,dqetor,1 or more pre-1996 silos,,is not,Value,I do not have a pre-1996 silo,I do not have a pre-1996 silo,,,,Number of pre-1996 silos,tGsdtc,RadiosField,true
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,zFlqix,No longer uses pre-1996 silos,,is,Value,false,false,,,,Silos still in use,UbWGDG,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,jpUweW,Yes - still uses pre-1996 silos,,is,Value,true,true,,,,Silos still in use,UbWGDG,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,rpUNCa,No - not a dairy farmer,,is,Value,false,false,,,,Dairy farmer,gmBtNL,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,UzwZYP,Does not have a pre-1996 silo,,is,Value,I do not have a pre-1996 silo,I do not have a pre-1996 silo,,,,Number of pre-1996 silos,tGsdtc,RadiosField,true
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,IVfERr,Does not use a feed delivery system,,is,Value,false,false,,,,Feed delivery system,vMvzFK,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,MvnoaJ,Has not removed silos,,is,Value,false,false,,,,Pre-1996 silos removed,EAcAOF,YesNoField,false
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,jcBPmW,Not planning to remove silos,,is,Value,Not sure,Not sure,,,,Plans to remove or replace silos,zgWmLi,RadiosField,true
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,jcBPmW,Not planning to remove silos,or,is,Value,No,No,,,,Plans to remove or replace silos,zgWmLi,RadiosField,true
669154b668f6e151c58ccc89,Tell APHA about your pre-1996 feed silos,draft,CSnKQp,Privacy notice,,is,Value,987654321,987654321,,,,CPH number,xsBGuN,TextField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,ANrJRb,user knows the address of where the weeds are,,is,Value,true,true,,,,Do you know the address of where the weeds are? Yes or no,hVcRhO,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,Pszpgd,user doesn't know the address of where the weeds are,,is,Value,false,false,,,,Do you know the address of where the weeds are? Yes or no,hVcRhO,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,yUkYZN,user knows some landowner details,,is,Value,true,true,,,,Do you know any of the landowner details?,uGaYBf,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,hvxnMz,User knows some of the landowner's details,,is,Value,true,true,,,,Do you know any of the landowner's details?,zkKRoO,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,VmqnBs,User doesn't know any landowner details,,is not,Value,true,true,,,,Do you know any of the landowner's details?,zkKRoO,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,ZdytNq,User knows the address of the location that's threatened,,is,Value,true,true,,,,Do you know the address of the place that's threatened by the spread of weeds?,CfFhAH,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,perweD,User doesn't know the address of the threatened location,,is,Value,false,false,,,,Do you know the address of the location that's threatened?,CfFhAH,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,PmQqyj,Is the owner or occupier of land threatened by Injurious weeds,,is,Value,true,Yes,,,,Owner or occupier of land threatened by Injurious weeds,vKISeM,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,PYMJWG,Not attempted to contact land owner,,is,Value,false,No,,,,You have attempted to contact the landowner,lyiJVd,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,dnHQHe,Yes - contacted landowner,,is,Value,true,Yes,,,,You have attempted to contact the landowner,lyiJVd,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,TsHmfo,Contains none of the above,,contains,Value,None of the above,None of the above,,,,What is the threatened land used for?,QNQrAL,CheckboxesField,true
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,BigWBD,Cannot create a magic map,,is,Value,I cannot create a Magic map,I cannot create a Magic map,,,,Can you send us a Magic map?,kQFTLP,RadiosField,true
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,draft,lwpGeq,Upload a magic map,,is,Value,I will upload a Magic map ,I will upload a Magic map ,,,,Can you send us a Magic map?,kQFTLP,RadiosField,true
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,live,ANrJRb,user knows the address of where the weeds are,,is,Value,true,true,,,,Do you know the address of where the weeds are? Yes or no,hVcRhO,YesNoField,false
66a0e3b1a91f987f5ffc7672,Submit a complaint for weeds that are causing damage or harm,live,Pszpgd,user doesn't know the address of where the weeds are,,is,Value,false,false,,,,Do you know the address of where the weeds are? Yes or no,hVcRhO,YesNoField,false
